ID,generation,school1,major type,major1_1,major1_2,major_data,job,class1,class2,class3,class4,re_registration,contest_award,nationality,inflow_route,whyBDA,what_to_gain,hope_for_group,previous_class_3,previous_class_4,previous_class_5,previous_class_6,previous_class_7,previous_class_8,major_field,desired_career_path,completed_semester,project_type,time_input,desired_job,certificate_acquisition,desired_certificate,desired_job_except_data,incumbents_level,incumbents_lecture,incumbents_company_level,incumbents_lecture_type,incumbents_lecture_scale,incumbents_lecture_scale_reason,interested_company,expected_domain,contest_participation,idea_contest,onedayclass_topic,completed
TRAIN_387,9,65,"복수 전공 ( 다중전공, 이중전공 포함 )",경영학,자연과학,False,대학생,12,,,,아니요,,내국인,에브리타임,"BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)",데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,,"경영학, 사회과학",취업,4.0,팀,2.0,"B. 데이터 분석가, I. 마케터",없음,"ADsP, SQLD, 빅데이터 분석 기사, 정보처리기사, 태블로 관련 자격증, 구글 애널리스트","A. 금융 / 보험 직무, B. 기획 / 전략 / 경영 직무, H. 마케터 / 영업관리",시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,적당한 규모인 것 같음,아직 없습니다,J. 정보통신업,,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용, SQL 응용, 웹 크롤링",1
TRAIN_388,9,15,"복수 전공 ( 다중전공, 이중전공 포함 )",IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),False,대학생,8,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,,"공학 (컴퓨터 공학 제외), 인문학",취업,7.0,팀,2.0,"B. 데이터 분석가, C. 데이터 사이언티스트",없음,"ADsP, SQLD, 빅데이터 분석 기사","F. PM / 서비스 기획자, H. 마케터 / 영업관리",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),온라인,3~50명 내외의 강의 리스너와 1명의 현직자,참여 인원이 너무 많을 경우 질의응답이 어려울 수 있기 때문입니다.,네이버,"J. 정보통신업, M. 전문, 과학 및 기술 서비스업",,,"데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용",0
TRAIN_389,9,27,"복수 전공 ( 다중전공, 이중전공 포함 )",IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),False,대학생,7,,,,아니요,,내국인,인스타그램,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,,"IT (컴퓨터 공학 포함), 경영학",취업,4.0,팀,1.0,"C. 데이터 사이언티스트, D. 인공지능 전문가",ADsP,"SQLD, 빅데이터 분석 기사, 정보처리기사","A. 금융 / 보험 직무, D. 소프트웨어 개발자",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,너무 적거나 많으면 현직자와 소통이 원활하지 않음,금융보안원,"K. 금융 및 보험업, M. 전문, 과학 및 기술 서비스업",,,머신러닝 / 딥러닝 응용,0
TRAIN_390,9,0,,,,False,대학생,2,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,,,취업,,팀,2.0,"A. 데이터 엔지니어, E. 소프트웨어 개발자",없음,"ADsP, SQLD, 정보처리기사","A. 금융 / 보험 직무, D. 소프트웨어 개발자",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,집중하기 적당한 인원,하나은행,K. 금융 및 보험업,,,SQL 응용,0
TRAIN_391,9,25,"복수 전공 ( 다중전공, 이중전공 포함 )",사회과학,,False,대학생,4,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,사회과학,취업,7.0,팀,5.0,B. 데이터 분석가,ADsP,"SQLD, 빅데이터 분석 기사","B. 기획 / 전략 / 경영 직무, H. 마케터 / 영업관리",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카라쿠배당토),온라인,100명 이상의 리스너와 10명 이상의 현직자,여러 분야의 현직자분들을 만나뵙고 싶어서,공기업,"J. 정보통신업, K. 금융 및 보험업, O. 공공 행정, 국방 및 사회보장 행정, P. 교육 서비스업",,,"데이터 시각화 (Matplotlib, Seaborn 등)",1
TRAIN_392,9,31,단일 전공,경영학,,True,대학생,13,,,,아니요,,내국인,인스타그램,혼자 공부하기 어려워서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,공학 (컴퓨터 공학 제외),취업,6.0,팀,4.0,B. 데이터 분석가,"ADsP, SQLD",빅데이터 분석 기사,B. 기획 / 전략 / 경영 직무,주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카라쿠배당토),온라인,3~50명 내외의 강의 리스너와 1명의 현직자,인원이 적어야 집중할 수 있어서,"삼성, naver",K. 금융 및 보험업,,,"데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용, 웹 크롤링",0
TRAIN_393,9,7,,IT(컴퓨터 공학 포함),,True,취준생,5,,,,예,,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,해당없음,해당없음,해당없음,해당없음,해당없음,0005 : 데이터 분석 입문반 (통계),,취업,,팀,3.0,B. 데이터 분석가,없음,"ADsP, 빅데이터 분석 기사",B. 기획 / 전략 / 경영 직무,주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)",오프라인,10명 내외의 강의 리스너와 1명의 현직자,적은 인원이어야 집중도가 올라갈거 같아서,전재학,J. 정보통신업,,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등)",0
TRAIN_394,9,8,단일 전공,경영학,,False,대학생,1,,,,아니요,,내국인,에브리타임,"큰 규모인 만큼, 커리큘럼이나 운영 등 관리가 잘 될것 같아서",데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,,경영학,취업,5.0,팀,2.0,회계 직무,없음,"ADsP, SQLD",B. 기획 / 전략 / 경영 직무,주니어 (0~3년차),산업 트렌드 (예시: ChatGPT로 인한 직무 변화),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,인원이 너무 많으면 어수선해짐,삼일회계법인,"M. 전문, 과학 및 기술 서비스업",,,Python 응용,1
TRAIN_395,9,25,단일 전공,경영학,,True,대학생,7,13.0,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,IT (컴퓨터 공학 포함),취업,8.0,팀,2.0,"B. 데이터 분석가, C. 데이터 사이언티스트",정보처리기사,빅데이터 분석 기사,"A. 금융 / 보험 직무, D. 소프트웨어 개발자",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,적당한 인원수가 긴장감이 덜할것같아서,네이버,J. 정보통신업,,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용, SQL 응용, 웹 크롤링",0
TRAIN_396,9,13,"복수 전공 ( 다중전공, 이중전공 포함 )",자연과학,IT(컴퓨터 공학 포함),False,대학생,2,,,,예,,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,해당없음,해당없음,해당없음,해당없음,해당없음,0004 : 데이터 분석 입문반 (머신러닝),IT (컴퓨터 공학 포함),이직,10.0,팀,1.0,"B. 데이터 분석가, C. 데이터 사이언티스트, H. 자연과학계열 연구자",ADsP,"SQLD, 빅데이터 분석 기사","D. 소프트웨어 개발자, G. 자연과학계열 연구자",시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,.,.,P. 교육 서비스업,,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용",0
TRAIN_397,9,11,단일 전공,경영학,,True,대학생,1,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,,예체능,취업,4.0,개인,3.0,"B. 데이터 분석가, F. UI/UX 디자이너",없음,"ADsP, SQLD, 빅데이터 분석 기사","D. 소프트웨어 개발자, E. UI/UX 디자이너",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",10명 내외의 강의 리스너와 1명의 현직자,질문사항 등을 나누기에 소규모 강의가 적절할 것 같습니다,나이키 ,"R. 예술, 스포츠 및 여가관련 서비스업",,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용",0
TRAIN_398,9,13,"복수 전공 ( 다중전공, 이중전공 포함 )",자연과학,IT(컴퓨터 공학 포함),True,대학생,11,,,,아니요,,내국인,에브리타임,"학회 가입 시 코딩 테스트, 면접 등을 보지 않아서",인적 네트워크,네. 온라인으로 참여하고 싶어요,,,,,,,"IT (컴퓨터 공학 포함), 자연과학",대학원 진학,8.0,개인,2.0,"B. 데이터 분석가, C. 데이터 사이언티스트, D. 인공지능 전문가",없음,"ADsP, SQLD, 빅데이터 분석 기사",D. 소프트웨어 개발자,주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,여러 명의 이야기를 듣고 싶어서,LG,J. 정보통신업,,,머신러닝 / 딥러닝 응용,1
TRAIN_399,9,3,"복수 전공 ( 다중전공, 이중전공 포함 )",경제통상학,경영학,False,대학생,7,8.0,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,프로젝트 경험,네. 오프라인으로 참여하고 싶어요,,,,,,,경영학,취업,7.0,팀,4.0,"B. 데이터 분석가, C. 데이터 사이언티스트",ADsP,"SQLD, 빅데이터 분석 기사",B. 기획 / 전략 / 경영 직무,주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,사람들이 어느정도 많아야 다양한 생각들을 들을 수 있다고 생각합니다,카카오스타일/지그재그,K. 금융 및 보험업,,,머신러닝 / 딥러닝 응용,0
TRAIN_400,9,2,단일 전공,IT(컴퓨터 공학 포함),,False,대학원생,8,12.0,,,아니요,,내국인,에브리타임,"큰 규모인 만큼, 커리큘럼이나 운영 등 관리가 잘 될것 같아서",데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,,IT (컴퓨터 공학 포함),대학원 진학,4.0,개인,1.0,"B. 데이터 분석가, C. 데이터 사이언티스트, D. 인공지능 전문가, 연구원/보안분야연구원",없음,정보처리기사,"B. 기획 / 전략 / 경영 직무, D. 소프트웨어 개발자, F. PM / 서비스 기획자",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,"멘토링이나 실습 위주의 강의를 진행한다면 소수가 좋지만, 강연은 많은 사람의 이야기를 전달받는 것이 더 좋을 것 같아서 선택했습니다.","정부출연연구소,현대자동차","C. 제조업, D. 전기, 가스, 증기 및 공기 조절 공급업, G. 도매 및 소매업, J. 정보통신업, M. 전문, 과학 및 기술 서비스업, O. 공공 행정, 국방 및 사회보장 행정",,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용",0
TRAIN_401,9,24,단일 전공,IT(컴퓨터 공학 포함),,False,대학생,6,,,,아니요,,내국인,에브리타임,"큰 규모인 만큼, 커리큘럼이나 운영 등 관리가 잘 될것 같아서",데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,,공학 (컴퓨터 공학 제외),대학원 진학,5.0,팀,3.0,C. 데이터 사이언티스트,ADsP,"SQLD, 빅데이터 분석 기사",B. 기획 / 전략 / 경영 직무,시니어 (10년차 ~),산업 트렌드 (예시: ChatGPT로 인한 직무 변화),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,스피커와 리스너가 상호작용하기 적절한 규모라고 생각해서,토스,"M. 전문, 과학 및 기술 서비스업",,,"데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용, 웹 크롤링",0
TRAIN_402,9,6,"복수 전공 ( 다중전공, 이중전공 포함 )",인문학,경영학,False,대학생,1,,,,아니요,,내국인,인스타그램,"큰 규모인 만큼, 커리큘럼이나 운영 등 관리가 잘 될것 같아서",공모전 경험,네. 오프라인으로 참여하고 싶어요,,,,,,,경영학,취업,7.0,팀,5.0,"C. 데이터 사이언티스트, D. 인공지능 전문가, G. PM/서비스 기획자, I. 마케터",없음,"SQLD, 정보처리기사","B. 기획 / 전략 / 경영 직무, F. PM / 서비스 기획자, H. 마케터 / 영업관리",주니어 (0~3년차),산업 트렌드 (예시: ChatGPT로 인한 직무 변화),해외 기업 (빅테크),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,저정도가 적당한 것 같음,토스 네이버 ,"J. 정보통신업, K. 금융 및 보험업, M. 전문, 과학 및 기술 서비스업, R. 예술, 스포츠 및 여가관련 서비스업",,,"Python 응용, 머신러닝 / 딥러닝 응용",0
TRAIN_403,9,13,"복수 전공 ( 다중전공, 이중전공 포함 )",예체능,경영학,False,대학생,2,,,,아니요,,내국인,에브리타임,"BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)",프로젝트 경험,네. 온라인으로 참여하고 싶어요,,,,,,,경영학,취업,5.0,팀,2.0,"B. 데이터 분석가, G. PM/서비스 기획자, I. 마케터, J. MD",없음,"ADsP, SQLD, 구글 애널리스트","A. 금융 / 보험 직무, B. 기획 / 전략 / 경영 직무, F. PM / 서비스 기획자",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,강사님과의 적절한 커뮤니케이션,CJ,"J. 정보통신업, K. 금융 및 보험업, R. 예술, 스포츠 및 여가관련 서비스업",,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), SQL 응용",0
TRAIN_404,9,1,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,7,,,,아니요,,내국인,에브리타임,"큰 규모인 만큼, 커리큘럼이나 운영 등 관리가 잘 될것 같아서",데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,IT (컴퓨터 공학 포함),취업,8.0,팀,2.0,"A. 데이터 엔지니어, B. 데이터 분석가, C. 데이터 사이언티스트, D. 인공지능 전문가",없음,"ADsP, 빅데이터 분석 기사, 정보처리기사, 구글 애널리스트",G. 자연과학계열 연구자,시니어 (10년차 ~),산업 트렌드 (예시: ChatGPT로 인한 직무 변화),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,많은 현직자의 의견을 얻을 수 있어서 선택했습니다.,LG,"J. 정보통신업, M. 전문, 과학 및 기술 서비스업",,,"Python 응용, 머신러닝 / 딥러닝 응용, 웹 크롤링",0
TRAIN_405,9,50,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,4,5.0,,,아니요,,내국인,인스타그램,"BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)",데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,공학 (컴퓨터 공학 제외),취업,8.0,팀,3.0,"A. 데이터 엔지니어, B. 데이터 분석가, C. 데이터 사이언티스트, D. 인공지능 전문가",ADsP,"SQLD, 빅데이터 분석 기사, 정보처리기사, 태블로 관련 자격증, 구글 애널리스트","B. 기획 / 전략 / 경영 직무, D. 소프트웨어 개발자, F. PM / 서비스 기획자",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)",온라인,100명 이상의 리스너와 10명 이상의 현직자,현직자가 많아서 좋은것같습니다.,부동산상권분석기업,"J. 정보통신업, L. 부동산업",,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용, SQL 응용, 웹 크롤링",1
TRAIN_406,9,24,"복수 전공 ( 다중전공, 이중전공 포함 )",인문학,경제통상학,False,대학생,6,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,,인문학,취업,5.0,팀,3.0,"B. 데이터 분석가, G. PM/서비스 기획자, J. MD","ADsP, SQLD","빅데이터 분석 기사, 정보처리기사, 태블로 관련 자격증, 구글 애널리스트","A. 금융 / 보험 직무, B. 기획 / 전략 / 경영 직무",시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),해외 기업 (빅테크),"온, 오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,다양한 강의를 많이 듣고 싶어서,"Toss, 국민은행",K. 금융 및 보험업,,,"데이터 시각화 (Matplotlib, Seaborn 등), 웹 크롤링",0
TRAIN_407,9,22,단일 전공,IT(컴퓨터 공학 포함),,False,대학생,7,,,,예,,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,해당없음,해당없음,해당없음,해당없음,해당없음,0001 : 파이썬 문법 기초반,공학 (컴퓨터 공학 제외),취업,6.0,개인,2.0,H. 자연과학계열 연구자,ADsP,SQLD,"E. UI/UX 디자이너, G. 자연과학계열 연구자",시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카라쿠배당토),온라인,10명 내외의 강의 리스너와 1명의 현직자,인원이 적으면 질의응답학 좋다,삼성전자,"M. 전문, 과학 및 기술 서비스업",,,Python 응용,0
TRAIN_408,9,24,단일 전공,경영학,,False,대학생,2,,,,예,,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,해당없음,해당없음,0001 : 파이썬 문법 기초반,해당없음,해당없음,해당없음,경영학,취업,7.0,팀,2.0,"B. 데이터 분석가, G. PM/서비스 기획자, I. 마케터",SQLD,"ADsP, 구글 애널리스트","A. 금융 / 보험 직무, B. 기획 / 전략 / 경영 직무, F. PM / 서비스 기획자, H. 마케터 / 영업관리",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,소통이 가장 효율적으로 이루어질 수 있는 규모라고 생각함,현대카드,"G. 도매 및 소매업, K. 금융 및 보험업, U. 국제 및 외국기관",,,"데이터 시각화 (Matplotlib, Seaborn 등)",1
TRAIN_409,9,24,"복수 전공 ( 다중전공, 이중전공 포함 )",의약학,자연과학,False,대학생,11,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,프로젝트 경험,네. 오프라인으로 참여하고 싶어요,,,,,,,교육학,취업,8.0,팀,3.0,"B. 데이터 분석가, G. PM/서비스 기획자","ADsP, SQLD","빅데이터 분석 기사, 정보처리기사, 태블로 관련 자격증, 구글 애널리스트","A. 금융 / 보험 직무, B. 기획 / 전략 / 경영 직무, F. PM / 서비스 기획자",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,너무 적으면 질문이 다양하지 않고 너무 많으면 질문 기회 없음 ,"은행, 카드, 보험사",K. 금융 및 보험업,,,머신러닝 / 딥러닝 응용,0
TRAIN_410,9,11,"복수 전공 ( 다중전공, 이중전공 포함 )",IT(컴퓨터 공학 포함),자연과학,True,대학생,8,,,,예,,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,프로젝트 경험,네. 오프라인으로 참여하고 싶어요,해당없음,해당없음,해당없음,해당없음,해당없음,0001 : 파이썬 문법 기초반,IT (컴퓨터 공학 포함),취업,6.0,팀,2.0,"B. 데이터 분석가, C. 데이터 사이언티스트, G. PM/서비스 기획자",SQLD,"ADsP, 태블로 관련 자격증","A. 금융 / 보험 직무, B. 기획 / 전략 / 경영 직무, F. PM / 서비스 기획자",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,적절한 인원이라고 생각했다,.,K. 금융 및 보험업,,,"데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용",0
TRAIN_411,9,38,단일 전공,자연과학,,True,대학생,11,,,,예,,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,프로젝트 경험,네. 온라인으로 참여하고 싶어요,해당없음,해당없음,해당없음,해당없음,해당없음,0008 : 데이터 분석 모델링반 (ML1),자연과학,취업,8.0,팀,2.0,B. 데이터 분석가,"ADsP, SQLD, 빅데이터 분석 기사","정보처리기사, 태블로 관련 자격증, 구글 애널리스트","B. 기획 / 전략 / 경영 직무, H. 마케터 / 영업관리",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)",온라인,3~50명 내외의 강의 리스너와 1명의 현직자,인원 규모가 적당해서 ,카카오,"J. 정보통신업, K. 금융 및 보험업, M. 전문, 과학 및 기술 서비스업",,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용, 웹 크롤링",0
TRAIN_412,9,44,단일 전공,IT(컴퓨터 공학 포함),,False,대학생,7,,,,아니요,,내국인,인스타그램,"학회 가입 시 코딩 테스트, 면접 등을 보지 않아서",프로젝트 경험,네. 온라인으로 참여하고 싶어요,,,,,,,IT (컴퓨터 공학 포함),취업,6.0,개인,3.0,"A. 데이터 엔지니어, B. 데이터 분석가, C. 데이터 사이언티스트","ADsP, SQLD","빅데이터 분석 기사, 정보처리기사",A. 금융 / 보험 직무,주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,다양한 현직자분들의 이야기를 들어보고 싶어서,신한은행 등 금융권 기업에 관심이 있습니다,K. 금융 및 보험업,,,"데이터 시각화 (Matplotlib, Seaborn 등), SQL 응용",0
TRAIN_413,9,54,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,4,,,,아니요,,내국인,인스타그램,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,,IT (컴퓨터 공학 포함),취업,6.0,팀,2.0,E. 소프트웨어 개발자,없음,"ADsP, SQLD, 구글 애널리스트",D. 소프트웨어 개발자,주니어 (0~3년차),산업 트렌드 (예시: ChatGPT로 인한 직무 변화),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,적당한 인원이 있어야 좋음,토스,"M. 전문, 과학 및 기술 서비스업, U. 국제 및 외국기관",,,"머신러닝 / 딥러닝 응용, 웹 크롤링",0
TRAIN_414,9,25,단일 전공,자연과학,,True,취준생,13,,,,예,,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,해당없음,해당없음,해당없음,해당없음,해당없음,0006 : 데이터 분석 전처리반(판다스),자연과학,취업,9.0,개인,4.0,"B. 데이터 분석가, C. 데이터 사이언티스트","ADsP, SQLD","빅데이터 분석 기사, 정보처리기사, 태블로 관련 자격증",A. 금융 / 보험 직무,시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",100명 이상의 리스너와 3명의 현직자,온라인으로 여러 현직자의 강의를 듣고 싶어서,네이버,"J. 정보통신업, K. 금융 및 보험업",,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), SQL 응용",1
TRAIN_415,9,11,"복수 전공 ( 다중전공, 이중전공 포함 )",자연과학,경영학,True,대학생,2,,,,아니요,,내국인,에브리타임,현직자의 강의를 듣고 싶어서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,자연과학,취업,6.0,팀,2.0,B. 데이터 분석가,없음,"ADsP, SQLD","B. 기획 / 전략 / 경영 직무, E. UI/UX 디자이너, H. 마케터 / 영업관리",시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,최대한 많은 인원이 듣는 것이 학회원 모두에게 도움이 될 것 같아서,네이버,"J. 정보통신업, M. 전문, 과학 및 기술 서비스업",,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), SQL 응용",0
TRAIN_416,9,70,단일 전공,경영학,,True,대학생,6,7.0,,,아니요,,내국인,"대외활동 사이트(링커리어, 캠퍼스픽, 캠퍼즈, 위비티 등)","BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)",프로젝트 경험,네. 온라인으로 참여하고 싶어요,,,,,,,공학 (컴퓨터 공학 제외),취업,8.0,팀,4.0,"A. 데이터 엔지니어, B. 데이터 분석가",없음,"ADsP, SQLD, 빅데이터 분석 기사, 정보처리기사",D. 소프트웨어 개발자,주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",10명 내외의 강의 리스너와 1명의 현직자,질문 등의 참여도가 올라갈 것 같아서,sk하이닉스,"J. 정보통신업, M. 전문, 과학 및 기술 서비스업",,,"SQL 응용, 웹 크롤링",1
